Symbol,Name,Index,Sector ,ESG,MarketCap,
FCFS,FIRSTCASH HOLDINGS INC,Russell 2000,Financials,25.2," 3,701,193,472 ",35.0262697
QTWO,Q2 HOLDINGS INC,Russell 2000,Information Technology,25.2," 3,013,616,896 ",35.0262697
IBP,INSTALLED BUILDING PRODUCTS INC,Russell 2000,Consumer Discretionary,25.2," 2,484,327,424 ",35.0262697
POLY,PLANTRONICS INC,Russell 2000,Information Technology,25.2," 1,722,328,064 ",35.0262697
PTSI,PAM TRANSPORTATION SERVICES INC,Russell 2000,Industrials,25.2," 720,499,136 ",35.0262697
NTGR,NETGEAR INC,Russell 2000,Information Technology,25.2," 638,329,920 ",35.0262697
RXST,RXSIGHT INC,Russell 2000,Health Care,25.2," 326,793,984 ",35.0262697
CAMP,CALAMP CORP,Russell 2000,Information Technology,25.2," 210,220,464 ",35.0262697
JNJ,Johnson & Johnson,S&P 500,Health Care,25.1," 473,857,523,712 ",34.85113835
DOV,Dover,S&P 500,Industrials,25.1," 19,929,094,144 ",34.85113835
EVRI,EVERI HOLDINGS INC,Russell 2000,Consumer Discretionary,25.1," 1,618,905,600 ",34.85113835
ASIX,ADVANSIX INC,Russell 2000,Materials,25.1," 1,355,843,072 ",34.85113835
ATRS,ANTARES PHARMA INC,Russell 2000,Health Care,25.1," 953,609,280 ",34.85113835
PDFS,PDF SOLUTIONS INC,Russell 2000,Information Technology,25.1," 947,055,872 ",34.85113835
GS,Goldman Sachs,S&P 500,Financials,25," 111,314,608,128 ",34.67600701
BFS,SAUL CENTERS REIT INC,Russell 2000,Real Estate,25," 1,706,093,312 ",34.67600701
RPAY,REPAY HOLDINGS CORP CLASS A,Russell 2000,Information Technology,25," 1,322,821,120 ",34.67600701
NEO,NEOGENOMICS INC,Russell 2000,Health Care,25," 1,262,229,248 ",34.67600701
MRSN,MERSANA THERAPEUTICS INC,Russell 2000,Health Care,25," 374,097,248 ",34.67600701
TRHC,TABULA RASA HEALTHCARE INC,Russell 2000,Health Care,25," 96,944,624 ",34.67600701
LYB,LyondellBasell,S&P 500,Materials,24.9," 38,000,091,136 ",34.50087566
SEDG,SolarEdge,S&P 500,Information Technology,24.9," 15,762,884,608 ",34.50087566
RUSHA,RUSH ENTERPRISES INC CLASS A,Russell 2000,Industrials,24.9," 2,897,168,896 ",34.50087566
AMEH,APOLLO MEDICAL HOLDINGS INC,Russell 2000,Health Care,24.9," 2,236,339,200 ",34.50087566
LPRO,OPEN LENDING CORP CLASS A,Russell 2000,Financials,24.9," 1,922,300,032 ",34.50087566
LADR,LADDER CAPITAL CORP CLASS A,Russell 2000,Financials,24.9," 1,485,964,672 ",34.50087566
LAWS,LAWSON PRODUCTS INC,Russell 2000,Industrials,24.9," 799,917,888 ",34.50087566
CURO,CURO GROUP HOLDINGS CORP,Russell 2000,Financials,24.9," 398,646,144 ",34.50087566
KLTR,KALTURA INC,Russell 2000,Information Technology,24.9," 194,091,840 ",34.50087566
MG,MISTRAS GROUP INC,Russell 2000,Industrials,24.9," 176,979,328 ",34.50087566
SBUX,Starbucks,S&P 500,Consumer Discretionary,24.8," 95,224,078,336 ",34.32574431
DXCM,DexCom,S&P 500,Health Care,24.8," 41,024,864,256 ",34.32574431
VRNS,VARONIS SYSTEMS INC,Russell 2000,Information Technology,24.8," 4,894,531,072 ",34.32574431
AIT,APPLIED INDUSTRIAL TECHNOLOGIES IN,Russell 2000,Industrials,24.8," 4,274,055,424 ",34.32574431
CARG,CARGURUS INC CLASS A,Russell 2000,Communication Services,24.8," 3,972,165,120 ",34.32574431
GDOT,GREEN DOT CORP CLASS A,Russell 2000,Financials,24.8," 1,578,162,816 ",34.32574431
INNV,INNOVAGE HOLDING CORP,Russell 2000,Health Care,24.8," 814,457,152 ",34.32574431
NP,NEENAH INC,Russell 2000,Materials,24.8," 633,396,160 ",34.32574431
RGP,RESOURCES CONNECTION INC,Russell 2000,Industrials,24.8," 583,306,624 ",34.32574431
QNST,QUINSTREET INC,Russell 2000,Communication Services,24.8," 536,259,936 ",34.32574431
GBOX,GREENBOX POS,Russell 2000,Information Technology,24.8," 157,894,320 ",34.32574431
CMCSA,Comcast,S&P 500,Communication Services,24.7," 186,827,587,584 ",34.15061296
SRE,Sempra Energy,S&P 500,Utilities,24.7," 51,947,651,072 ",34.15061296
EPAM,EPAM,S&P 500,Information Technology,24.7," 17,861,683,200 ",34.15061296
APPF,APPFOLIO INC CLASS A,Russell 2000,Information Technology,24.7," 3,720,550,400 ",34.15061296
PFSI,PENNYMAC FINANCIAL SERVICES INC,Russell 2000,Financials,24.7," 2,813,395,456 ",34.15061296
CBRL,CRACKER BARREL OLD COUNTRY STORE I,Russell 2000,Consumer Discretionary,24.7," 2,721,630,464 ",34.15061296
CSTM,CONSTELLIUM SE CLASS A,Russell 2000,Materials,24.7," 2,388,674,048 ",34.15061296
LAW,CS DISCO INC,Russell 2000,Information Technology,24.7," 1,905,214,208 ",34.15061296
PCT,PURECYCLE TECHNOLOGIES INC,Russell 2000,Materials,24.7," 1,367,900,928 ",34.15061296
BRSP,BRIGHTSPIRE CAPITAL INC CLASS A,Russell 2000,Financials,24.7," 1,094,102,528 ",34.15061296
MRC,MRC GLOBAL INC,Russell 2000,Industrials,24.7," 1,033,609,984 ",34.15061296
IIIV,I3 VERTICALS INC CLASS A,Russell 2000,Information Technology,24.7," 936,668,352 ",34.15061296
CARS,CARS.COM INC,Russell 2000,Communication Services,24.7," 808,601,920 ",34.15061296
CSTE,CAESARSTONE LTD,Russell 2000,Industrials,24.7," 337,864,800 ",34.15061296
ATOM,ATOMERA INC,Russell 2000,Information Technology,24.7," 313,234,944 ",34.15061296
FORA,FORIAN INC,Russell 2000,Health Care,24.7," 113,214,648 ",34.15061296
MCD,McDonald's,S&P 500,Consumer Discretionary,24.6," 188,685,598,720 ",33.97548161
MO,Altria,S&P 500,Consumer Staples,24.6," 102,115,590,144 ",33.97548161
EXC,Exelon,S&P 500,Utilities,24.6," 46,968,164,352 ",33.97548161
AIZ,Assurant,S&P 500,Financials,24.6," 10,783,968,256 ",33.97548161
ENTA,ENANTA PHARMACEUTICALS INC,Russell 2000,Health Care,24.6," 1,280,667,648 ",33.97548161
PSNL,PERSONALIS INC,Russell 2000,Health Care,24.6," 269,753,856 ",33.97548161
HBIO,HARVARD BIOSCIENCE INC,Russell 2000,Health Care,24.6," 190,947,680 ",33.97548161
AXDX,ACCELERATE DIAGNOSTICS INC,Russell 2000,Health Care,24.6," 56,760,024 ",33.97548161
PPG,PPG Industries,S&P 500,Materials,24.5," 32,438,882,304 ",33.80035026
LEN,Lennar,S&P 500,Consumer Discretionary,24.5," 23,797,823,488 ",33.80035026
RAMP,LIVERAMP HOLDINGS INC,Russell 2000,Information Technology,24.5," 2,174,860,288 ",33.80035026
EBS,EMERGENT BIOSOLUTIONS INC,Russell 2000,Health Care,24.5," 1,707,847,552 ",33.80035026
XNCR,XENCOR INC,Russell 2000,Health Care,24.5," 1,563,054,720 ",33.80035026
MLNK,MERIDIANLINK INC,Russell 2000,Information Technology,24.5," 1,410,781,952 ",33.80035026
MEIP,MEI PHARMA INC,Russell 2000,Health Care,24.5," 81,121,464 ",33.80035026
NTRS,Northern Trust,S&P 500,Financials,24.4," 22,686,330,880 ",33.62521891
EMN,Eastman,S&P 500,Materials,24.4," 13,933,047,808 ",33.62521891
FFIN,FIRST FINANCIAL BANKSHARES INC,Russell 2000,Financials,24.4," 6,072,055,296 ",33.62521891
JOE,ST JOE,Russell 2000,Real Estate,24.4," 3,123,575,040 ",33.62521891
BDC,BELDEN INC,Russell 2000,Information Technology,24.4," 2,527,998,208 ",33.62521891
SDGR,SCHRODINGER INC,Russell 2000,Health Care,24.4," 1,924,648,320 ",33.62521891
DSKE,DASEKE INC,Russell 2000,Industrials,24.4," 591,277,568 ",33.62521891
MGTX,MEIRAGTX HOLDINGS PLC,Russell 2000,Health Care,24.4," 471,348,704 ",33.62521891
AVNW,AVIAT NETWORKS INC,Russell 2000,Information Technology,24.4," 354,745,184 ",33.62521891
GOOGL,Alphabet (Class A),S&P 500,Communication Services,24.3," 1,613,950,353,408 ",33.45008757
COST,Costco,S&P 500,Consumer Staples,24.3," 241,701,863,424 ",33.45008757
SLB,Schlumberger,S&P 500,Energy,24.3," 60,213,391,360 ",33.45008757
CINF,Cincinnati Financial,S&P 500,Financials,24.3," 20,430,303,232 ",33.45008757
RPD,RAPID7 INC,Russell 2000,Information Technology,24.3," 5,653,287,424 ",33.45008757
AVA,AVISTA CORP,Russell 2000,Utilities,24.3," 3,012,555,520 ",33.45008757
CLFD,CLEARFIELD INC,Russell 2000,Information Technology,24.3," 798,087,424 ",33.45008757
LQDT,LIQUIDITY SERVICES INC,Russell 2000,Consumer Discretionary,24.3," 535,318,304 ",33.45008757
HAL,Halliburton,S&P 500,Energy,24.2," 34,347,247,616 ",33.27495622
PTCT,PTC THERAPEUTICS INC,Russell 2000,Health Care,24.2," 2,650,395,904 ",33.27495622
PING,PING IDENTITY HOLDING CORP,Russell 2000,Information Technology,24.2," 2,285,416,448 ",33.27495622
FLGT,FULGENT GENETICS INC,Russell 2000,Health Care,24.2," 1,781,110,528 ",33.27495622
UCTT,ULTRA CLEAN HOLDINGS INC,Russell 2000,Information Technology,24.2," 1,516,837,504 ",33.27495622
ATEN,A10 NETWORKS INC,Russell 2000,Information Technology,24.2," 1,274,268,160 ",33.27495622
AOMR,ANGEL OAK MORTGAGE INC,Russell 2000,Financials,24.2," 417,427,712 ",33.27495622
VUZI,VUZIX CORP,Russell 2000,Consumer Discretionary,24.2," 376,562,496 ",33.27495622
SMED,SHARPS COMPLIANCE CORP,Russell 2000,Health Care,24.2," 84,110,264 ",33.27495622
ECL,Ecolab,S&P 500,Materials,24.1," 49,778,282,496 ",33.09982487
OKE,Oneok,S&P 500,Energy,24.1," 30,077,970,432 ",33.09982487
INST,INSTRUCTURE HOLDINGS INC,Russell 2000,Information Technology,24.1," 2,714,219,008 ",33.09982487
TNC,TENNANT,Russell 2000,Industrials,24.1," 1,204,763,648 ",33.09982487
MATW,MATTHEWS INTERNATIONAL CORP CLASS,Russell 2000,Industrials,24.1," 975,501,184 ",33.09982487
NH,NANTHEALTH INC,Russell 2000,Health Care,24.1," 86,650,944 ",33.09982487
CB,Chubb,S&P 500,Financials,24," 90,657,210,368 ",32.92469352
AME,Ametek,S&P 500,Industrials,24," 29,355,587,584 ",32.92469352
RJF,Raymond James,S&P 500,Financials,24," 21,497,442,304 ",32.92469352
PRAA,PRA GROUP INC,Russell 2000,Financials,24," 1,722,012,032 ",32.92469352
EAT,BRINKER INTERNATIONAL INC,Russell 2000,Consumer Discretionary,24," 1,545,362,304 ",32.92469352
TWI,TITAN INTERNATIONAL INC,Russell 2000,Industrials,24," 1,080,831,488 ",32.92469352
FORR,FORRESTER RESEARCH INC,Russell 2000,Industrials,24," 1,060,126,016 ",32.92469352
UPLD,UPLAND SOFTWARE INC,Russell 2000,Information Technology,24," 481,931,072 ",32.92469352
KZR,KEZAR LIFE SCIENCES INC,Russell 2000,Health Care,24," 427,940,480 ",32.92469352
SCHW,Charles Schwab,S&P 500,Financials,23.9," 132,191,551,488 ",32.74956217
CMG,Chipotle Mexican Grill,S&P 500,Consumer Discretionary,23.9," 40,143,888,384 ",32.74956217
BRO,Brown & Brown,S&P 500,Financials,23.9," 17,448,357,888 ",32.74956217
AVAH,AVEANNA HEALTHCARE HOLDINGS INC,Russell 2000,Health Care,23.9," 548,654,016 ",32.74956217
CLSK,CLEANSPARK INC,Russell 2000,Information Technology,23.9," 319,726,752 ",32.74956217
SERA,SERA PROGNOSTICS INC CLASS A,Russell 2000,Health Care,23.9," 75,339,848 ",32.74956217
ADI,Analog Devices,S&P 500,Information Technology,23.8," 86,226,616,320 ",32.57443082
FRC,First Republic,S&P 500,Financials,23.8," 28,107,870,208 ",32.57443082
CCL,Carnival,S&P 500,Consumer Discretionary,23.8," 20,840,374,272 ",32.57443082
IP,International Paper,S&P 500,Materials,23.8," 17,971,800,064 ",32.57443082
INCY,Incyte,S&P 500,Health Care,23.8," 17,879,156,736 ",32.57443082
STGW,STAGWELL INC CLASS A,Russell 2000,Communication Services,23.8," 3,227,868,416 ",32.57443082
THRM,GENTHERM INC,Russell 2000,Consumer Discretionary,23.8," 2,373,537,024 ",32.57443082
ONEM,1LIFE HEALTHCARE INC,Russell 2000,Health Care,23.8," 1,537,295,232 ",32.57443082
ARGO,ARGO GROUP INTERNATIONAL HOLDINGS,Russell 2000,Financials,23.8," 1,491,316,864 ",32.57443082
MHO,M I HOMES INC,Russell 2000,Consumer Discretionary,23.8," 1,416,985,984 ",32.57443082
ARR,ARMOUR RESIDENTIAL REIT INC,Russell 2000,Financials,23.8," 789,250,496 ",32.57443082
RBBN,RIBBON COMMUNICATIONS INC,Russell 2000,Information Technology,23.8," 554,324,736 ",32.57443082
MDLZ,Mondelez International,S&P 500,Consumer Staples,23.7," 91,601,666,048 ",32.39929947
ISRG,Intuitive Surgical,S&P 500,Health Care,23.7," 89,361,514,496 ",32.39929947
XEL,Xcel Energy,S&P 500,Utilities,23.7," 40,276,856,832 ",32.39929947
LUMN,Lumen,S&P 500,Communication Services,23.7," 10,998,893,568 ",32.39929947
ONTO,ONTO INNOVATION INC,Russell 2000,Information Technology,23.7," 3,826,462,464 ",32.39929947
FLYW,FLYWIRE CORP,Russell 2000,Information Technology,23.7," 3,259,174,656 ",32.39929947
PRVA,PRIVIA HEALTH GROUP INC,Russell 2000,Health Care,23.7," 2,677,702,400 ",32.39929947
EVCM,EVERCOMMERCE INC,Russell 2000,Information Technology,23.7," 2,552,769,792 ",32.39929947
RC,READY CAPITAL CORP,Russell 2000,Financials,23.7," 1,741,364,352 ",32.39929947
AGM,FEDERAL AGRICULTURAL MORTGAGE NON,Russell 2000,Financials,23.7," 1,140,221,696 ",32.39929947
MODN,MODEL N INC,Russell 2000,Information Technology,23.7," 961,094,592 ",32.39929947
EBIX,EBIX INC,Russell 2000,Information Technology,23.7," 960,830,208 ",32.39929947
THR,THERMON GROUP HOLDINGS INC,Russell 2000,Industrials,23.7," 519,931,168 ",32.39929947
KODK,EASTMAN KODAK,Russell 2000,Information Technology,23.7," 458,497,312 ",32.39929947
EYPT,EYEPOINT PHARMACEUTICALS INC,Russell 2000,Health Care,23.7," 417,855,168 ",32.39929947
SLQT,SELECTQUOTE INC,Russell 2000,Financials,23.7," 393,640,800 ",32.39929947
ALLE,Allegion,S&P 500,Industrials,23.6," 10,401,368,064 ",32.22416813
CWST,CASELLA WASTE SYSTEMS INC CLASS A,Russell 2000,Industrials,23.6," 4,007,177,728 ",32.22416813
NNI,NELNET INC CLASS A,Russell 2000,Financials,23.6," 3,153,713,152 ",32.22416813
HUBG,HUB GROUP INC CLASS A,Russell 2000,Industrials,23.6," 2,674,027,264 ",32.22416813
VIVO,MERIDIAN BIOSCIENCE INC,Russell 2000,Health Care,23.6," 1,195,646,848 ",32.22416813
NTUS,NATUS MEDICAL INC,Russell 2000,Health Care,23.6," 1,144,641,024 ",32.22416813
BAND,BANDWIDTH INC CLASS A,Russell 2000,Communication Services,23.6," 606,290,752 ",32.22416813
TNK,TEEKAY TANKERS LTD CLASS A,Russell 2000,Energy,23.6," 566,825,984 ",32.22416813
VSEC,VSE CORP,Russell 2000,Industrials,23.6," 540,201,088 ",32.22416813
TRC,TEJON RANCH,Russell 2000,Real Estate,23.6," 476,416,800 ",32.22416813
QMCO,QUANTUM CORP,Russell 2000,Information Technology,23.6," 176,466,816 ",32.22416813
TMUS,T-Mobile,S&P 500,Communication Services,23.5," 166,132,285,440 ",32.04903678
IR,Ingersoll Rand,S&P 500,Industrials,23.5," 19,083,720,704 ",32.04903678
LSCC,LATTICE SEMICONDUCTOR CORP,Russell 2000,Information Technology,23.5," 7,307,346,944 ",32.04903678
NAVI,NAVIENT CORP,Russell 2000,Financials,23.5," 2,539,271,424 ",32.04903678
ALEX,ALEXANDER AND BALDWIN INC,Russell 2000,Real Estate,23.5," 1,561,174,912 ",32.04903678
PLMR,PALOMAR HOLDINGS INC,Russell 2000,Financials,23.5," 1,450,254,848 ",32.04903678
ELF,ELF BEAUTY INC,Russell 2000,Consumer Staples,23.5," 1,278,520,832 ",32.04903678
AMSWA,AMERICAN SOFTWARE INC CLASS A,Russell 2000,Information Technology,23.5," 580,316,480 ",32.04903678
PTGX,PROTAGONIST THERAPEUTICS INC,Russell 2000,Health Care,23.5," 476,781,600 ",32.04903678
KVHI,KVH INDUSTRIES INC,Russell 2000,Information Technology,23.5," 153,657,008 ",32.04903678
XGN,EXAGEN INC,Russell 2000,Health Care,23.5," 107,439,200 ",32.04903678
CZR,Caesars Entertainment,S&P 500,Consumer Discretionary,23.4," 14,233,683,968 ",31.87390543
SFM,SPROUTS FARMERS MARKET INC,Russell 2000,Consumer Staples,23.4," 3,462,701,568 ",31.87390543
MD,MEDNAX INC,Russell 2000,Health Care,23.4," 1,672,856,704 ",31.87390543
DOMO,DOMO INC CLASS B,Russell 2000,Information Technology,23.4," 1,490,291,456 ",31.87390543
PRO,PROS HOLDINGS INC,Russell 2000,Information Technology,23.4," 1,406,917,376 ",31.87390543
NVTA,INVITAE CORP,Russell 2000,Health Care,23.4," 1,373,350,912 ",31.87390543
HURN,HURON CONSULTING GROUP INC,Russell 2000,Industrials,23.4," 1,182,948,992 ",31.87390543
REAL,THE REALREAL INC,Russell 2000,Consumer Discretionary,23.4," 563,334,592 ",31.87390543
DS,DRIVE SHACK REIT INC,Russell 2000,Consumer Discretionary,23.4," 125,273,824 ",31.87390543
FNCH,FINCH THERAPEUTICS GROUP INC,Russell 2000,Health Care,23.4," 113,666,256 ",31.87390543
WMB,Williams,S&P 500,Energy,23.3," 44,932,386,816 ",31.69877408
ED,Con Edison,S&P 500,Utilities,23.3," 33,117,044,736 ",31.69877408
EPRT,ESSENTIAL PROPERTIES REALTY TRUST,Russell 2000,Real Estate,23.3," 3,112,236,800 ",31.69877408
PWSC,POWERSCHOOL HOLDINGS INC CLASS A,Russell 2000,Consumer Discretionary,23.3," 3,047,034,624 ",31.69877408
ENS,ENERSYS,Russell 2000,Industrials,23.3," 2,871,441,152 ",31.69877408
ABR,ARBOR REALTY TRUST REIT INC,Russell 2000,Financials,23.3," 2,819,590,400 ",31.69877408
CVCO,CAVCO INDUSTRIES INC,Russell 2000,Consumer Discretionary,23.3," 2,399,669,248 ",31.69877408
HMN,HORACE MANN EDUCATORS CORP,Russell 2000,Financials,23.3," 1,708,133,376 ",31.69877408
CEVA,CEVA INC,Russell 2000,Information Technology,23.3," 885,940,160 ",31.69877408
LUNA,LUNA INNOVATIONS INC,Russell 2000,Information Technology,23.3," 187,131,568 ",31.69877408
VRTX,Vertex,S&P 500,Health Care,23.2," 69,939,658,752 ",31.52364273
NEM,Newmont,S&P 500,Materials,23.2," 58,246,045,696 ",31.52364273
HGV,HILTON GRAND VACATIONS INC,Russell 2000,Consumer Discretionary,23.2," 5,624,929,792 ",31.52364273
ESNT,ESSENT GROUP LTD,Russell 2000,Financials,23.2," 4,684,602,880 ",31.52364273
NXRT,NEXPOINT RESIDENTIAL TRUST INC,Russell 2000,Real Estate,23.2," 4,021,486,592 ",31.52364273
BCC,BOISE CASCADE,Russell 2000,Industrials,23.2," 3,355,395,840 ",31.52364273
APPS,DIGITAL TURBINE INC,Russell 2000,Information Technology,23.2," 3,341,282,816 ",31.52364273
NEOG,NEOGEN CORP,Russell 2000,Health Care,23.2," 3,095,929,856 ",31.52364273
RMBS,RAMBUS INC,Russell 2000,Information Technology,23.2," 2,958,252,544 ",31.52364273
LAND,GLADSTONE LAND REIT CORP,Russell 2000,Real Estate,23.2," 1,285,183,360 ",31.52364273
BOC,BOSTON OMAHA CORP CLASS A,Russell 2000,Communication Services,23.2," 692,270,272 ",31.52364273
VKTX,VIKING THERAPEUTICS INC,Russell 2000,Health Care,23.2," 197,302,928 ",31.52364273
DNAY,CODEX DNA INC,Russell 2000,Health Care,23.2," 127,570,272 ",31.52364273
KEY,KeyCorp,S&P 500,Financials,23.1," 18,909,032,448 ",31.34851138
SAIL,SAILPOINT TECHNOLOGIES HOLDINGS IN,Russell 2000,Information Technology,23.1," 6,057,709,568 ",31.34851138
IIPR,INNOVATIVE INDUSTRIAL PROPERTIES I,Russell 2000,Real Estate,23.1," 4,153,076,992 ",31.34851138
LILAK,LIBERTY LATIN AMERICA LTD CLASS C,Russell 2000,Communication Services,23.1," 2,147,501,568 ",31.34851138
VVNT,VIVINT SMART HOME INC CLASS A,Russell 2000,Consumer Discretionary,23.1," 1,375,269,632 ",31.34851138
VTOL,BRISTOW GROUP INC,Russell 2000,Energy,23.1," 901,132,480 ",31.34851138
RMNI,RIMINI STREET INC,Russell 2000,Information Technology,23.1," 520,570,240 ",31.34851138
LSEA,LANDSEA HOMES CORP,Russell 2000,Consumer Discretionary,23.1," 409,069,760 ",31.34851138
BLI,BERKELEY LIGHTS INC,Russell 2000,Health Care,23.1," 407,599,424 ",31.34851138
TWO,TWO HARBORS INVESTMENT REIT CORP,Russell 2000,Financials,23," 1,775,690,240 ",31.17338004
MGNI,MAGNITE INC,Russell 2000,Communication Services,23," 1,403,910,912 ",31.17338004
FOR,FORESTAR GROUP INC,Russell 2000,Real Estate,23," 829,137,472 ",31.17338004
CLDT,CHATHAM LODGING TRUST REIT,Russell 2000,Real Estate,23," 665,203,968 ",31.17338004
RM,REGIONAL MANAGEMENT CORP,Russell 2000,Financials,23," 463,958,528 ",31.17338004
CTT,CATCHMARK TIMBER TRUST INC CLASS A,Russell 2000,Real Estate,23," 403,529,216 ",31.17338004
PM,Philip Morris International,S&P 500,Consumer Staples,22.9," 155,879,047,168 ",30.99824869
CVS,CVS Health,S&P 500,Health Care,22.9," 132,783,579,136 ",30.99824869
HUM,Humana,S&P 500,Health Care,22.9," 55,952,912,384 ",30.99824869
UNF,UNIFIRST CORP,Russell 2000,Industrials,22.9," 3,240,637,440 ",30.99824869
GSHD,GOOSEHEAD INSURANCE INC CLASS A,Russell 2000,Financials,22.9," 2,197,191,168 ",30.99824869
WOW,WIDEOPENWEST INC,Russell 2000,Communication Services,22.9," 1,709,397,632 ",30.99824869
CPF,CENTRAL PACIFIC FINANCIAL CORP,Russell 2000,Financials,22.9," 697,130,752 ",30.99824869
YMAB,Y MABS THERAPEUTICS INC,Russell 2000,Health Care,22.9," 443,269,088 ",30.99824869
FIXX,HOMOLOGY MEDICINES INC,Russell 2000,Health Care,22.9," 107,884,360 ",30.99824869
BMY,Bristol Myers Squibb,S&P 500,Health Care,22.8," 162,534,195,200 ",30.82311734
NSC,Norfolk Southern,S&P 500,Industrials,22.8," 63,079,596,032 ",30.82311734
IFF,International Flavors & Fragrances,S&P 500,Materials,22.8," 32,222,693,376 ",30.82311734
CPB,Campbell's,S&P 500,Consumer Staples,22.8," 14,481,792,000 ",30.82311734
WTS,WATTS WATER TECHNOLOGIES INC CLASS,Russell 2000,Industrials,22.8," 4,608,089,088 ",30.82311734
MMSI,MERIT MEDICAL SYSTEMS INC,Russell 2000,Health Care,22.8," 3,716,369,152 ",30.82311734
VSH,VISHAY INTERTECHNOLOGY INC,Russell 2000,Information Technology,22.8," 3,062,939,136 ",30.82311734
ARVN,ARVINAS INC,Russell 2000,Health Care,22.8," 2,947,572,736 ",30.82311734
ZUO,ZUORA INC CLASS A,Russell 2000,Information Technology,22.8," 1,602,560,000 ",30.82311734
AMCX,AMC NETWORKS CLASS A INC,Russell 2000,Communication Services,22.8," 1,491,299,072 ",30.82311734
UIS,UNISYS CORP,Russell 2000,Information Technology,22.8," 918,522,752 ",30.82311734
PLYM,PLYMOUTH INDUSTRIAL REIT INC,Russell 2000,Real Estate,22.8," 883,763,648 ",30.82311734
DENN,DENNYS CORP,Russell 2000,Consumer Discretionary,22.8," 705,947,584 ",30.82311734
OLP,ONE LIBERTY PROPERTIES REIT INC,Russell 2000,Real Estate,22.8," 598,580,160 ",30.82311734
SSTI,SHOTSPOTTER INC,Russell 2000,Information Technology,22.8," 345,185,696 ",30.82311734
ADVM,ADVERUM BIOTECHNOLOGIES INC,Russell 2000,Health Care,22.8," 113,581,248 ",30.82311734
MDT,Medtronic,S&P 500,Health Care,22.7," 142,016,446,464 ",30.64798599
J,Jacobs,S&P 500,Industrials,22.7," 18,404,376,576 ",30.64798599
HELE,HELEN OF TROY LTD,Russell 2000,Consumer Discretionary,22.7," 5,047,547,392 ",30.64798599
BL,BLACKLINE INC,Russell 2000,Information Technology,22.7," 4,022,409,728 ",30.64798599
